sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
469,chase 5/24 在 拿到 第一 张 卡 并且 信用 记录 长度 足够 之后 ， 理论 上 来讲 就 可以 随便 申 卡 了 。,大通 银行 5/24 在 拿到 第一 张 卡 并且 信用 记录 长度 足够 之后 ， 理论 上 来讲 就 可以 随便 申 卡 了 。,[],[0_1],[0_1_2],[13_23],[2_14_24]
470,但是 chase 一部分 很 好 的 信用卡 受到 一 个 特殊 规则 的 影响 ： 两 年 五 卡 政策 （ 5/24 rule ） 。,但是 大通 银行 一部分 很 好 的 信用卡 受到 一 个 特殊 规则 的 影响 ： 两 年 五 卡 政策 （ 5/24 规定 ） 。,[],[1_22_23_24],[1_2_23_24_25],[14_20_23_24],[15_21_22_24_25]
471,这个 新 账户 的 定义 不仅仅 包含 chase 自家 的 信用卡 ， 而是 包含 所有 信用卡 。,这个 新 账户 的 定义 不仅仅 包含 大通 银行 自家 的 信用卡 ， 而是 包含 所有 信用卡 。,[],[7],[7_8],[11_16],[12_17]
472,其中 比较 推荐 申请 几 张 如下 ： chase freedom 在 这个 阶段 不要 太 心急 ， 花 几 个 月 的 时间 慢慢 申 就好 ， 否则 很 容易 被 拒 。,其中 比较 推荐 申请 几 张 如下 ： 大通 银行 自由 行 在 这个 阶段 不要 太 心急 ， 花 几 个 月 的 时间 慢慢 申 就好 ， 否则 很 容易 被 拒 。,[],[8_9],[8_9_10_11],[7_16_26_32],[7_18_28_34]
473,我 找 了 很久 floor plan ， 但是 真的 真的 没有 找到 。,我 找 了 很久 房型 预览 ， 但是 真的 真的 没有 找到 。,[],[4_5_6],[4_5_6],[6_12],[6_12]
474,要求 ： graduate student 及 以上 优先 。,要求 ： 研究生 及 以上 优先 。,[],[2_3],[2],[1_7],[1_6]
475,undergraduate 学生 能 满足 物业 条件 也 可以 。,本科 学生 能 满足 物业 条件 也 可以 。,[],[0],[0],[8],[8]
476,lease 8/1 开始 到 明年 7/31一 年 。,租房 合同 8/1 开始 到 明年 7/31一 年 。,[],[0_1],[0_1_2],[7],[2_6_8]
477,不 接受 其他 lease 。,不 接受 其他 租房 合同 。,[],[3_4],[3_4_5],[4],[5]
478,state college 价钱 可 商量 ， 有 兴趣 请 联系 ！,斯泰特 克里奇 价钱 可 商量 ， 有 兴趣 请 联系 ！,[],[0_1],[0_1],[5_10],[5_10]
479,lease 是 单独 签 这 一 间 卧室 ， 不 跟 别人 搅和 。,租房 合同 是 单独 签 这 一 间 卧室 ， 不 跟 别人 搅和 。,[],[0],[0_1],[8_13],[9_14]
480,卧室 里 配 的 是 queen size 的 床 （ 相当于 国内 1 .,卧室 里 配 的 是 一 米 五 宽 的 床 （ 相当于 国内 1 .,[],[5_6],[5_6_7_8_14_15],[9_13],[11_15]
481,啊 勘误 ， queen size 的 床 是 一 米 五 的 ！,啊 勘误 ， 一 米 五 宽 的 床 是 一 米 五 的 ！,[],[3_4],[6],[2_12],[2_14]
482,第二 年 开始 ， 是否 继续 ta 要 看 导师 有 没 有 funding 给 你 付 工资 和 学费 ， 很少 有 五 年 都 ta 的 人 ， 也 很 少 有 五 年 都 ra 的 人,第二 年 开始 ， 是否 继续 教学 助理 要 看 导师 有 没 有 资金 给 你 付 工资 和 学费 ， 很少 有 五 年 都 教学 助理 的 人 ， 也 很 少 有 五 年 都 宿舍 管理 的 人,[],[6_13_26_37],[6_7_14_27_28_39_40],[3_20_29],[3_21_31]
483,我 的 联系 方式 ： email : em@13,我 的 联系 方式 ： 邮箱 : em@13,[],[5_6_7],[5_6_7],[4_6_7],[4_6_7]
484,我 的 email : em@14,我 的 邮箱 : em@14,[],[2_3_4],[2_3_4],[3_4],[3_4]
487,更新 条件 为 到 ist building 近 一点 ， 公交 频率 高 一点 。,更新 条件 为 到 ist 教学楼 近 一点 ， 公交 频率 高 一点 。,[ist],[4_5],[4_5],[8_13],[8_13]
488,不 包含 各 种 utilities 。,不 包含 各 种 公共 设施 。,[],[4_5],[4_5_6],[5],[6]
489,floor plan 如下 ：,房型 预览 如下 ：,[],[0_1],[0_1],[3],[3]
490,请 联系 email : em@15,请 联系 邮箱 : em@15,[],[2_3_4],[2_3_4],[3_4],[3_4]
491,代 八月 来 这儿 的 一 个 phd 朋友 发 的 。,代 八月 来 这儿 的 一 个 博士生 朋友 发 的 。,[],[7],[7],[11],[11]
492,要求 爱 干净 ， 不 要 party prince ， 不 养 宠物 。,要求 爱 干净 ， 不 要 爱 派对 的 女孩 ， 不 养 宠物 。,[],[6_7_8],[7_8_9_10],[3_8_12],[3_10_14]
493,请 联系 微 信 ： rodin_9403 注明 ride,请 联系 微 信 ： rodin_9403 注明 搭车,[],[7],[7],[4],[4_5]
494,up ， lease 至 明年 暑假,帕克 校区 ， 租房 合同 至 明年 暑假,[],[0_1_2],[0_1_2_3_4],[1],[2]
495,没 问题 ， 这 车 是 我 出差 nyc 和 dc 的 主力 。,没 问题 ， 这 车 是 我 出差 纽约 和 华盛顿 的 主力 。,[],[8_10],[8_10],[2_13],[2_13]
496,房子 到 bus 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,房子 到 公交 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,[],[2],[2],[9_14],[9_14]
497,所以 all in all 每 个 月 花费 只 约 六百 刀 搞定 。,所以 所有 包含 每 个 月 花费 只 约 六百 刀 搞定 。,[],[1_2_3],[1_2],[13],[12]
498,具体 lease 时间 2017 .,具体 租房 合同 时间 2017 .,[],[1],[1_2_4_5],[4],[5]
499,park forest villas 一 室 一 厅 。,帕克 森林 别墅 一 室 一 厅,[],[0_1_2],[0_1_2],[7],
500,可以 直接 送到 world trade center 吗 ？,可以 直接 送到 世界 贸易 中心 吗 ？,[],[3_4_5],[3_4_5],[7],[7]
502,填 ds-2019 表 信息 的 网页 上 ， 好像 说 的 是 ， 只要 满足 各 种 赔付 额 条件 的 保险 都 可以 申请 waiver,填 ds-2019 表 信息 的 网页 上 ， 好像 说 的 是 ， 只要 满足 各 种 赔付 额 条件 的 保险 都 可以 申请 弃权书,[],[25],[25],[7_12],[1_7_12]
503,女生 phd ， 请 问 房子 还 可以 租 吗 ？,女生 博士 ， 请 问 房子 还 可以 租 吗 ？,[],[1_2],[1_2],[2_10],[2_10]
504,里程 数 ： 60，000 mile 左右 。,里程 数 ： 60，000 英里 左右 。,[],[4],[4],[2_6],[2_3_6]
505,bose 音响 。,博士 音响,[],[0],[0],[2],
506,不 走 gift 。,礼物 模式,[],[2_3],[0_1],[3],
507,邮件 已 回 ~ 不 知道 这个 bbs 怎么 点 回复 啊 。,邮件 已 回 ~ 不 知道 这个 美国 二手网 怎么 点 回复 啊 。,[],[7],[7_8],[3_12],[3_13]
508,有偿 求 ride ， 可以 一起 租车 走 ！,有偿 求 搭车 ， 可以 一起 租车 走 ！,[],[2_3],[2_3],[3_8],[3_8]
509,求 ride ， 非常 感谢,求 搭车 ， 非常 感谢,[],[1_2],[1_2],[2],[2]
510,） 岁 以上 跟 学校 的 差不多 价格 ， 大概 是 $300 / month,） 岁 以上 跟 学校 的 差不多 价格 ， 大概 是 $300 / 月,[],[0_13],[0_13],[0_8_12],[0_8_11_12]
511,再者 waiver 填 表格 麻烦 吗 ？,再者 弃权 填 表格 麻烦 吗 ？,[],[1],[1],[6],[6]
512,欢迎 站 内 或 联系 candy em@10,欢迎 站 内 或 联系 em@11,[],[5_6],[],[6],[5]
513,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 lease 之间 过渡 。,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 租房 合同 之间 过渡 。,[],[17],[17_18],[2_20],[2_21]
515,有偿 求 ride 。,有偿 求 搭车 。,[],[2_3],[2_3],[3],[3]
516,学校 后面 的 lion surplus 里面 有 很多 ， 非常 划算 。,学校 后面 的 狮子 盈余 里面 有 很多 ， 非常 划算 。,[],[3_4],[3_4],[8_11],[8_11]
519,如果 有 喜欢 狗 狗 的 朋友 愿意 帮忙 照看 lucio ， 我 愿意 付 合适 的 酬劳 ， 并且 提供 狗 粮 、 狗 玩具 等 用品 。,如果 有 喜欢 狗 狗 的 朋友 愿意 帮忙 照看 卢西奥 ， 我 愿意 付 合适 的 酬劳 ， 并且 提供 狗 粮 、 狗 玩具 等 用品 。,[],[10_11],[10_11],[11_18_23_28],[11_18_23_28]
520,国内 ota 行业 no .,国内 职业 疗法 医生 协会 行业 no .,[no],[1_3_4],[1_2_3_4_6_7],[4],[7]
521,你 要 去 nyc 还是 哪 啊 ？,你 要 去 纽约 还是 哪 啊 ？,[],[3],[3],[7],[7]
525,距离 学校 开车 十 分钟 ， 也 有 公交 和 学校 的 shuttle ， 距离 超市 （ giant ） 非常 近 走路 可以 到 。,距离 学校 开车 十 分钟 ， 也 有 公交 和 学校 的 校车 ， 距离 超市 （ 伟大 超市 ） 非常 近 走路 可以 到 。,[],[12_13_17_18],[12_13_17],[5_13_16_18_24],[5_13_16_19_25]
526,交通 方便 ， 小区 有 hp ， vn ， nv 线 。,交通 方便 ， 小区 有 hp ， vn ， nv 线 。,[hp_vn_nv],[5_6_7_8_9],[5_6_7_8_9],[2_6_8_11],[2_6_8_11]
527,clubhouse 有 免费 彩印 ， 复印 服务 。,活动室 有 免费 彩印 ， 复印 服务 。,[],[0],[0],[4_7],[4_7]
528,各位 师兄 师姐 ， 我 找 了 一 圈 房子 ， 最后 看到 imperial tower 还 可以 申请 ， 就 发 邮件 申请 了 。,各位 师兄 师姐 ， 我 找 了 一 圈 房子 ， 最后 看到 皇家 塔 还 可以 申请 ， 就 发 邮件 申请 了 。,[],[13_14],[13_14],[3_10_18_24],[3_10_18_24]
529,车 是 自动 挡 automatic transmission 的 。,车 是 自动 挡 的 。,[],[4_5],[],[7],[5]
530,价格 8200$ ， cash only ， 当天 办理 title 转让 手续 。,价格 8200$ ， 只 收 现金 ， 当天 办理 台头 转让 手续 。,[],[3_4_5_8],[3_4_5_6_9],[2_5_11],[1_2_6_12]
531,帮忙 发 帖子 ~ 非常 好 的 房子 欢迎 联系 lease ： 7/14/2017 to 7/31/2018 .,帮忙 发 帖子 ~ 非常 好 的 房子 欢迎 联系 租房 合同 ： 7/14/2017 至 7/31/2018 .,[],[10_11_12_13_14_15],[10_11_12_13_14_15_16],[3_11_15],[3_12_13_15_16]
532,不过 这个 区域 是 不 太 适合 家庭 有 孩子 的 ， 我 在 state college 住 了 好 几 年 的 感觉 。,不过 这个 区域 是 不 太 适合 家庭 有 孩子 的 ， 我 在 斯泰特 克里奇 【 住 了 好 几 年 的 感觉 。,[],[14_15],[14_15_16],[11_23],[11_16_24]
533,office 人 很 好 。,小区 办公室,[],[0],[0_1],[4],
534,出租 的 房间 是 二 层 两 个 bedroom 其中 的 一 间 。,出租 的 房间 是 二 层 两 个 卧室 其中 的 一 间 。,[],[8],[8],[13],[13]
535,最好 是 男生 ， 如果 是 女生 需要 跟 另 一 个 男生 share 一 个 bathroom 。,最好 是 男生 ， 如果 是 女生 需要 跟 另 一 个 男生 共用 一 个 卫生间 。,[],[13_16_17],[13_16_17],[3_17],[3_17]
537,还有 健身房 和 泳池 在 clubhouse 附近 。,还有 健身房 和 泳池 在 活动室 附近 。,[],[5],[5],[7],[7]
538,顺便 说 ： office 的 人 很 nice 的 ～,顺便 说 ： 官方 办公室 的 人 很 好 的 ～ 、,[],[3_7],[3_4_8],[2_9],[2_10_11]
539,最近 找 房 看 了 一 圈 ， 表示 villas 往返 学校 的 交通 太 不 便利 了 ， 必须 得 有 车 ， 而且 客厅 和 房间 都 比较 小 。,最近 找 房 看 了 一 圈 ， 表示 独 栋 别墅 返 学校 的 交通 太 不 便利 了 ， 必须 得 有 车 ， 而且 客厅 和 房间 都 比较 小 。,[],[9],[9_10_11_12],[7_18_23_31],[7_20_25_33]
540,可以 一起 租车 去 jfk ！,可以 一起 租车 去 肯尼迪 机场 ！,[],[4_5],[4_5_6],[5],[6]
541,hi 同学 ， 你 找到 ride 了 吗 ？,你 好 同学 ， 你 找到 搭车 了 吗 。,[],[0_5],[1_6],[2_8],[3_9]
544,crest terrace 是 state college 性价比 最高 的 小区 。,克里斯特 复式 楼 是 斯泰特 克里奇 性价比 最高 的 小区 。,[],[0_1_3_4],[0_1_2_4_5],[9],[10]
545,hello 大家 好 ， 本人 男 ， 由于 新 apartment 要 到 8 .,嗨 大家 好 ， 本人 男 ， 由于 新 公寓 要 到 8 .,[],[0_9],[0_9_12_13],[3_6_13],[3_6_13]
546,况且 park forest 这么 抢手 的 小区 不用 担心 租 不 出去 。,况且 帕克 克里斯 特 这么 抢手 的 小区 不用 担心 租 不 出去 。,[],[1_2],[1_2_3],[12],[13]
547,或者 有 定期 去 state college ymca 游泳 的 ， 可以 结伴 一起 。,或者 有 定期 去 斯泰特 克里奇 健身房 游泳 的 ， 可以 结伴 一起 。,[],[4_5_6],[4_5_6],[9_13],[9_13]
548,毕业 出售 full size mattress and box ， queen size box ， 饭桌 ， 学习 桌 ， 转椅 ， 立地 灯 ， 椅子 ， 儿童 自行车,毕业 出售 单人床 床垫 和 盒子 ， 大 床 盒子 ， 饭桌 ， 学习 桌 ， 转椅 ， 立地 灯 ， 椅子 ， 儿童 自行车,[],[2_3_4_5_6_7_8_9_10_11],[2_3_4_5_6_7_8_9_10],[7_11_13_16_18_21_23],[6_10_12_15_17_20_22]
549,有的 小区 不 需要 permit ， 可以 直接 停 在 那里 吧,有的 小区 不 需要 停车牌 ， 可以 直接 停 在 那里 吧,[],[4_5],[4_5],[5],[5]
551,还 有 club house ！,还有 活动室 ！,[],[2_3_4],[0_1_2],[4],[2]
552,（ 仅限 研究生 ） furnished !,（ 仅限 研究生 ） 带 家具 的 ！,[],[0_4_5],[0_4_5_6_7],[0_3_5],[0_3_7]
553,（ 禁止 吸烟 ） no pets !,（ 禁止 吸烟 ） 禁止 宠物 !,[],[0_4_5_6],[0_5_6],[0_3_6],[0_3_6]
554,（ 不 能 养 宠物 ） not on a bus route !,（ 不 能 养 宠物 ） 不在 公交车 线上 !,[],[0_6_7_8_9_10_11],[0_6_7_8_9],[0_5_11],[0_5_9]
555,（ 附近 没有 公交 站点 ） kitchen and bathroom are shared .,（ 附近 没有 公交 站点 ） 厨房 和 卫生间 是 共用的,[],[0_6_7_8_9_10_11],[0_6_7_8_9_10],[0_5_11],[0_5]
556,（ 共用 厨房 和 卫生间 ） in the house ， there are two other tenants and an owner .,（ 共用 厨房 和 卫生间 ） 房 里 有 两 个 住户 和 一 个 房东,[],[0_6_7_8_9_10_11_12_13_14_15_16_17_18],[0_6_7_8_9_10_11_13_14_15],[0_5_9_18],[0_5]
557,更新 ： 已经 决定 坐 bus 了 ， 谢谢 大家 ！,更新 ： 已经 决定 坐 巴士 了 ， 谢谢 大家 ！,[],[5],[5],[1_7_10],[1_7_10]
558,因为 现在 租 的 房子 和 下 学年 的 房子 lease 之间 有 个 gap ， 大概 一 个 月 时间 ， 所以 希望 能 租 一 个 短期 的 房间 。,因为 现在 租 的 房子 和 下 学年 的 房子 租房 合同 之间 有 个 空闲 ， 大概 一 个 月 时间 ， 所以 希望 能 租 一 个 短期 的 房间 。,[],[10_14_15],[10_11_15_16],[15_21_31],[16_22_32]
559,本人 男 ， 在 读 phd ， 对 具体 的 房间 没有 要求 ， 床 和 桌子 我 自己 也 可以 带 过去 ， 所以 只 希望 有 个 能 睡觉 的 房间 就 好 。,本人 男 ， 在 读 博士生 ， 对 具体 的 房间 没有 要求 ， 床 和 桌子 我 自己 也 可以 带 过去 ， 所以 只 希望 有 个 能 睡觉 的 房间 就 好 。,[],[5_6],[5_6],[2_6_13_23_35],[2_6_13_23_35]
561,fan / 风扇,风扇 / 风扇,[],[0_1],[],[1],[1]
562,vacuum cleaner / 吸尘器,吸尘器 / 吸尘器,[],[0_1_2],[],[2],[1]
563,我 这里 有 一 个 copper beech 的 房子 。,我 这里 有 一 个 库帕 海滩 小区 的 房子 。,[],[5_6],[5_6_7],[9],[10]
564,hi ， 如 题 ， 往返 boston ， 6 .,嗨 ， 如 题 ， 往返 波士顿 ， 6 .,[],[0_1_6_7_8_9],[0_1_6_7_8_9],[1_4_7_9],[1_4_7_9]
566,beech 房子 ， 带 独立 卫生间 ， 拎包 入住 。,海滩 小区 房子 ， 带 独立 卫生间 ， 拎包 入住 。,[],[0],[0_1],[2_6_9],[3_7_10]
567,位置 ： copper beech,位置 ： 库帕 海滩 小区,[],[2_3],[2_3_4],[1],[1]
568,如有 需要 ， 请 联系 联系 方式 ： email ： em@16,如有 需要 ， 请 联系 联系 方式 ： 电子 邮箱 ： em@16,[],[8_9_10],[8_9_10_11],[2_7_9_10],[2_7_10_11]
569,房东 是 杨 太太 ， 人 非常 nice 。,房东 是 杨 太太 ， 人 非常 好 。,[],[7_8],[7_8],[4_8],[4_8]
571,有 兴趣 租 fall semester .,有 兴趣 租 秋季 学期,[],[3_4_5],[3_4],[5],
575,park forest apartment 的 两 室 一 厅 ， 时间 很 合适 ， 请 联系 我 ， 我 给 你 发 邮件 显示 错误 。,帕克 森林 小区 的 两 室 一 厅 ， 时间 很 合适 ， 请 联系 我 ， 我 给 你 发 邮件 显示 错误 。,[],[0_1_2],[0_1_2],[8_12_16_24],[8_12_16_24]
576,小区 在 w cherry ln ， 环境 很 好 ， 很 安静 ， 各 种 交通 通行 方便 。,小区 在 西车 厘巷 ， 环境 很 好 ， 很 安静 ， 各 种 交通 通行 方便 。,[],[2_3_4_5],[2_3_4],[5_9_12_18],[4_8_11_17]
577,两 层 ， 五 个 卧室 ， 两 个 full 卫生间 ( 都 有 浴缸 ) 。,两 层 ， 五 个 卧室 ， 两 个 大 的 卫生间 ( 都 有 浴缸 ) 。,[],[9],[9_10],[2_6_11_15_16],[2_6_12_16_17]
578,group lease 可以 优惠 。,组团 签 租房 合同 可以 优惠 。,[],[0_1],[0_1_2_3],[4],[6]
579,我 最近 还 开车 去 了 趟 华盛顿 和 pittsburgh .,我 最近 还 开车 去 了 趟 华盛顿 和 皮茨堡 .,[],[9_10],[9_10],[10],[10]
580,还 有 一些 台灯 啥 的 ～ free,还 有 一些 台灯 啥 的 ～ 免费,[],[7],[7],[6],[6]
581,小区 有 健身房 ， bus 卡 。,小区 有 健身房 ， 公交卡 。,[],[4],[4_5],[3_6],[3_5]
582,希望 男生 phd 入住 。,希望 男生 博士生 入住 。,[],[2],[2],[4],[4]
583,update : 已 出租 至 九月 末 。,更新 : 已 出租 至 九月 末 。,[],[0_1],[0_1],[1_7],[1_7]
584,小区 门口 就 有 bus ， 却 学校 方便 。,小区 门口 就 有 公交 ， 却 学校 方便 。,[],[4_5],[4_5],[5_9],[5_9]
585,方便 提供 ride 的 同学 ， 请 联系 电话 pn-6 ， 感谢 ！,方便 提供 搭车 的 同学 ， 请 联系 电话 pn-6 ， 感谢 ！,[],[2],[2],[5_9_10_12],[5_9_10_12]
586,欢迎 站 内 信 或 email ： em@17,欢迎 站 内 信 电子 邮箱 ： em@17,[],[5_6_7],[4_5_6_7],[6_7],[6_7]
587,二 楼 living room （ 带 一 个 卫生间 ） ， kitchen ， dining room 。,二 楼 客厅 （ 带 一 个 卫生间 ） ， 厨房 ， 餐厅,[],[2_3_4_11_12_13_14_15],[2_3_10_11_12],[4_9_10_12_15],[3_8_9_11]
589,college court 一 室 一 厅 ， 家具 ， 水 ， 电 ， 网 ， 全 包 ： $690 / month ， 六月 中旬 拎包 入住 。,大学 场 一 室 一 厅 ， 家具 ， 水 ， 电 ， 网 ， 全 包 ： $690 / 月 ， 六月 中旬 拎包 入住 。,[],[0_1_20_21],[0_1_20_21],[6_8_10_12_14_17_19_21_26],[6_8_10_12_14_17_18_19_21_26]
592,具体 联系 方式 : email : em@18,具体 联系 方式 em@19,[],[4_5_6],[],[3_5_6],[3]
593,小区 有 自己 的 住户 网站 ， 所有 request 都 可以 在 网上 完成 ， 或者 打 电话 。,小区 有 自己 的 住户 网站 ， 所有 要求 都 可以 在 网上 完成 ， 或者 打 电话 。,[],[8],[8],[6_14_18],[6_14_18]
594,入住 时间 是 年 ， lease 的 期限 是 一 年 到 。,入住 时间 是 年 ， 租房 合同 的 期限 是 一 年 到 。,[],[5],[5_6],[4_12],[4_13]
595,为了 证明 本 帖 不 是 骗子 ， 我们 可以 给 有 兴趣 的 同学 看 lease 文件 ( x2 ： 我 的 和 要 转 的 同学 的 ) ， 成交 之后 的 社区 网络 账号 啥 的 也 都 会 转交 给 你 。,为了 证明 本 帖 不 是 骗子 ， 我们 可以 给 有 兴趣 的 同学 看 租房 合同 文件 ( 两份 ： 我 的 和 要 转 的 同学 的 ) ， 成交 之后 的 社区 网络 账号 啥 的 也 都 会 转交 给 你 。,[],[16_19_20],[16_17_20_21],[7_18_20_29_30_45],[7_19_21_30_31_46]
597,伦敦 furniture and household goods 低价 转让 ， 部 .,伦敦 家具 和 家务 用具 低价 转让 ， 部 .,[],[1_2_3_4],[1_2_3_4],[7_9],[7_9]
598,全 真 mock interviews,全 真 模拟 面试,[],[2_3],[2_3],,
599,简历 修改 ， 建立 职业 profile,简历 修改 ， 建立 职业 文件,[],[5],[5],[2],[2]
602,要求 安静 ， 安静 ， 安静 不 开 party ， 干净 。,要求 安静 ， 安静 ， 安静 不 开 派对 ， 干净 。,[],[8_9],[8_9],[2_4_9_11],[2_4_9_11]
603,house 和 apartment 都 可以 。,独 栋 房 和 公寓 都 可以 。,[],[0_2],[0_1_2_4],[5],[7]
604,你 好 ， 你 是 penn state great valley school of graduate professional studies 的 吗 ？,你 好 ， 你 是 宾州 州立 职业 学 研究院 的 大 峡谷 学校 的 吗,[],[5_6_7_8_9_10_11_12_13],[5_6_7_8_9_11_12_13],[2_16],[2]
605,queen size 床 一 个 。,一 米 五 宽 床 一 个 。,[],[0_1],[1_2_3],[5],[7]
606,mattress ， box spring ， bed frame 三 样 都 齐全 。,床垫 ， 席梦思 ， 床架 三 样 都 齐全 。,[],[0_1_2_3_4_5_6],[0_1_2_3_4],[1_4_11],[1_3_9]
607,the pointe 其中 一 间 最大 暑假 短 租 房间 带 家具 拎包 入住 。,破音特 小区 其中 一 间 最大 暑假 短 租 房间 带 家具 拎包 入住 。,[],[0_1],[0_1],[14],[14]
608,不 养 宠物 ， 不 开 party,不 养 宠物 ， 不 开 派对,[],[6],[6],[3],[3]
609,租房 时 没 注意 ， 发现 orientation 比 lease 要 早 一 周 ， 所以 找 一 个 带 独立 卫浴 的 房间 过渡 这 一 周 。,租房 时 没 注意 ， 发现 新生 会 比 租房 合同 要 早 一 周 ， 所以 找 一 个 带 独立 卫浴 的 房间 过渡 这 一 周 。,[],[6_8],[6_7_10],[4_13_27],[4_15_29]
610,所有 保养 均 在 nissan dealer ， 车况 良好 。,所有 保养 均 在 尼桑 保养 ， 车况 良好,[],[4_5_6],[4],[6_9],[6]
611,一 楼 living room ， kitchen ， dining room ， 一 个 卫生间 .,一 楼 客厅 ， 厨房 ， 餐厅 ， 一 个 卫生间,[],[2_3_4_5_6_7_8_9],[2_3_4_5_6_7],[4_6_9_13],[3_5_7]
612,可 步行 去 各 种 超市 如 giant ，,可 步行 去 各 种 超市 如 伟大 超市,[],[7_8],[7],[8],
613,一 个 大 箱子 ， 求 ride ！,一 个 大 箱子 ， 求 搭车,[],[6_7],[6],[4_7],[4]
614,希望 全 是 女生 roommates 。,希望 全 是 女生 室友 。,[],[4_5],[4_5],[5],[5]
616,目前 针对 学生 需要 打包 用 的 箱子 全部 free 哦 ！,目前 针对 学生 需要 打包 用 的 箱子 全部 免费 哦 ！,[],[9],[9],[11],[11]
620,如果 我 签 一 年 的 合同 ， 是 和 你 签 还是 和 officer 签 。,如果 我 签 一 年 的 合同 ， 是 和 你 签 还是 和 办公室 签 。,[],[14],[14],[7_16],[7_16]
621,提供 ride ， 5 .,提供 搭车 ， 5 .,[],[1_2_3_4],[1_2_3_4],[2_4],[2_4]
622,因为 本人 要 参加 一 个 summer institute ， 所以 将 自己 的 卧室 短 租 出去 一 个 半 月 ， 有 家具 。,因为 本人 要 参加 一 个 夏校 ， 所以 将 自己 的 卧室 短 租 出去 一 个 半 月 ， 有 家具 。,[],[6_7_8],[6_7],[8_21_24],[7_20_23]
623,来 state college 将近 一 年 时间 ， 考察 了 多个 小区 以后 选中 the view 小区 。,来 斯 泰 特 克里奇 将近 一 年 时间 ， 考察 了 多个 小区 以后 选中 唯有 小区 。,[],[1_2_14_15],[1_2_3_4_16],[7_17],[9_18]
625,最好 能 在 stratford dr .,最好 能 在 斯特赖特福德路,[],[3_4_5],[3],[5],
626,安静 、 不 开 party 、 作息 规律 。,安静 、 不 开 派对 、 作息 规律 。,[],[4_5],[4_5],[1_5_8],[1_5_8]
627,或 email ： em@20,或 邮箱 ： em@20,[],[1_2_3],[1_2_3],[2_3],[2_3]
628,求 ride 去 纽约 ！,求 搭车 去 纽约 ！,[],[1],[1],[4],[4]
629,bus 要 十 多 分钟,公交 要 十 多 分钟,[],[0],[0],,
630,房屋 北面 是 orchard park 公园 。,房屋 北面 是 奥卡德 公园 。,[],[3_4],[3],[6],[5]
631,全新 lease 8/5/2017-7/31/2018 。,全新 租房 合同 8/5/2017-7/31/2018 。,[],[1_2_3],[1_2_3_4],[3],[3_4]
632,转 bus pass，$45 有效期 至 june 30/2017 站 短,转 公交卡 ， $ 45 有效期 至 六月 30/2017 站 短,[],[1_2_5_6],[1_2_3_4_7_8],,[2_3_8]
634,所以 这些 东西 全部 都 送给 要 续签 这个 lease 的 人 。,所以 这些 东西 全部 都 送给 要 续签 这个 租房 合同 的 人 。,[],[9],[9_10],[12],[13]
635,目前 下 学期 貌似 copper beech 会 安排 两 个 男生 过来 。,目前 下 学期 貌似 库帕 海滩 小区 会 安排 两 个 男生 过来 。,[],[4_5],[4_5_6],[12],[13]
637,已经 有 一 位 可以 加入 group lease .,已经 有 一 位 可以 加入 组团 租房 合同 .,[],[6_7_8],[6_7_8_9],[8],[9]
639,该 房子 位 于 parkway plaza 小区 的 logan house ， 性价比 极高 。,该 房子 位于 花园路 广场 小区 的 罗根房 ， 性价比 极高 。,[],[4_5_8_9_10],[2_3_4_7_8],[10_13],[8_11]
640,小区 概况 ： 该 小区 在 penn state 南边 ， 生活 和 学习 都 很 方便 ， 而且 ， 小区 非常 安全 。,小区 概况 ： 该 小区 在 宾州 州立 南边 ， 生活 和 学习 都 很 方便 ， 而且 ， 小区 非常 安全 。,[],[6_7],[6_7],[2_9_16_18_22],[2_9_16_18_22]
641,药店 ： rite aid pharmacy ；,药店 ： 莱特 救援 药店,[],[2_3_4_5],[2_3],[1_5],[1]
642,你 好 ， 我 认识 一 个 姐姐 是 这里 的 real estate agent ， 你 可以 联系 她 看看 。,莱尔 房地产 中介,[],[11_12_13_14],[0_1_2],[2_14_20],
643,房间 很 大 ， 每 个 人 独立 的 bedroom 和 bathroom ， utility 基本 全 包 ， furnished ， 免费 停车 。,房间 很 大 ， 每 个 人 独立 的 卧室 和 所 ， 公共 设施 基本 全 包 ， 带 家具 ， 免费 停车 。,[],[9_11_12_13_18_19],[9_11_12_13_14_19_20_21],[3_12_17_19_22],[3_12_18_21_24]
644,离 学校 很 近 ， 有 bus pass 。,离 学校 很 近 ， 有 公交卡,[],[6_7_8],[6],[4_8],[4]
645,king size 的 床 。,超大 的 床 。,[],[0_1],[0],[4],[3]
646,我们 move out 前 会 把 一切 打扫 干净 ， 各 种 家具 齐全 可 拎包 入 ！,我们 搬走 前 会 把 一切 打扫 干净 ， 各 种 家具 齐全 可 拎包 入 ！,[],[1_2],[1],[9_17],[8_16]
