sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length
code-switch,PIT,24,出 闲置 ， 有 兴趣 请 email 联系,出 闲置 ， 有 兴趣 请 电子 邮件 联系,7,email,电子,35.90769709532251,4.376154,NN,8,compound:nn,4.41311 5.985698 0.8220435 2.443552 3.876105 5.214319 4.376154 4.005394 3.218899,3.8172527222222215,7.630218513876136,10.220485679321962,5,2,1,0,0,5.214319,3,2,3,2,9
code-switch,PIT,25,车子 状况 非常 好 ， clean title ， 无 事故 ， 省心 省 油 。,车子 状况 非常 好 ， 干净 标题 ， 无 事故 ， 省心 省 油 。,6,clean,干净,39.00347142963831,5.987764,JJ,7,amod,5.357115 4.719075 2.64712 1.8752 0.5531858 5.987764 5.540469 1.034936 3.624691 4.956104 0.8285773 7.289939 3.583287 4.321918 1.755683,3.6050042733333325,8.9212026951917,8.228055514631755,5,2,1,0,1,1.8752,2,2,2,2,15
code-switch,PIT,26,红色 ， 第一 任 车主 ， clean title ， 基本 配置 。,红色 ， 第一 任 车主 ， 干净 标题 ， 基本 配置 。,7,clean,干净,39.00347142963831,5.871642,JJ,8,amod,4.387967 1.075421 3.324119 1.70325 5.982294 1.477121 5.871642 5.540469 1.034936 4.152372 3.407534 1.239627,3.266396,8.9212026951917,8.228055514631755,5,2,1,0,1,5.982294,2,2,2,2,12
code-switch,PIT,35,没有 任何 故障 ， 车辆 非常 省心 ， 非常 reliable 。,没有 任何 故障 ， 车辆 非常 省心 ， 非常 可靠 。,10,reliable,可靠,36.879922877435234,3.005411,VA,7,conj,3.923701 1.112083 3.526282 0.8668415 4.491324 4.798965 8.307958 1.111237 3.939548 3.005411 0.5835766,3.2424479181818184,12.012245148550017,10.402807236115917,8,2,3,0,0,3.939548,3,3,3,2,11
code-switch,PIT,36,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 family plan 。,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 家庭 套餐 。,15,family,家庭,35.365730573433275,3.479455,NN,16,compound:nn,4.683601 2.369944 0.3212334 1.874156 1.495947 5.603167 4.187814 1.137887 3.258853 3.044491 2.551134 5.508824 4.492096 1.358299 3.479455 4.879942 0.9102685,3.0092418764705884,9.239656426310235,9.815020571213797,6,2,1,0,0,1.358299,3,2,3,2,17
code-switch,PIT,39,clean title ， 随时 可 交 车,干净 标题 ， 随时 可 交 车,1,clean,干净,39.00347142963831,6.100998,JJ,2,amod,6.100998 5.57728 1.034936 4.672647 1.475048 4.265797 1.911091,3.5768281428571425,8.9212026951917,8.228055514631755,5,2,1,0,,,1,2,1,1,7
code-switch,PIT,40,微波炉 搬家 sale,搬家 出售 微波炉,2,sale,出售,37.415767739610644,5.228036,VV,0,root,6.527233 5.228036 6.664607,6.139958666666668,9.179031804493802,8.834191318202071,4,2,0,1,0,6.527233,2,2,2,2,3
code-switch,PIT,41,无线 激光 打印机 brother 牌子 可以 复印 ， 扫描 ！,无线 激光 打印机 兄弟 牌 可以 复印 ， 扫描 ！,4,brother,兄弟,37.26533541813147,4.621907,NN,5,compound:nn,4.324915 5.656744 5.97444 4.621907 3.935299 2.455997 7.293632 1.233278 5.520393 4.483841,4.5500446,10.913632859881908,12.012245148550017,7,2,1,0,0,5.97444,2,2,2,2,10
code-switch,PIT,43,使用 至今 没有 任何 事故 记录 ， clean title 。,使用 至今 没有 任何 事故 记录 ， 干净 标题 。,8,clean,干净,39.00347142963831,6.066429,JJ,9,amod,3.265751 2.999386 2.990328 1.638486 3.534575 4.723527 0.8662001 6.066429 5.540469 1.226821,3.2851972099999998,8.9212026951917,8.228055514631755,5,2,1,0,1,4.723527,3,2,3,2,10
code-switch,PIT,44,写 paper 写 作业 必备 。,写 文章 写 作业 必备 。,2,paper,文章,35.50115506011002,5.108074,NN,1,dobj,4.948634 5.108074 2.967782 3.521512 6.395025 1.80956,4.125097833333334,10.625950787430126,10.913632859881908,5,2,1,0,0,4.948634,2,2,2,2,6
code-switch,PIT,50,hello 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？,你 好 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？,2,hello,好,33.99205262349187,3.577481,VA,14,dep,3.991114 3.577481 4.00455 1.807514 2.211831 5.509356 4.723318 3.84675 1.692693 0.7850661 5.61245 4.034255 2.843004 0.1716821,3.2007903000000004,9.179031804493802,6.786498474836816,5,1,12,0,0,3.991114,1,2,1,2,14
code-switch,PIT,62,可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 learner permit 。,可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 学习者 许可证 。,13,learner,学习者,45.07090287436064,6.462592,NN,14,compound:nn,3.535944 3.893368 2.693243 4.741318 0.9633739 5.846612 4.494708 1.529454 2.749784 4.600102 1.708996 5.329865 6.462592 5.334102 0.8554134,3.6492583533333334,12.012245148550017,,7,3,1,0,0,5.329865,3,2,3,2,15
code-switch,PIT,63,平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 clean title 可 送 aux 线 手机 支架,平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 干净 标题 可 送 辅助 接口 线 手机 支架,11,clean,干净,39.00347142963831,6.150895,JJ,12,amod,4.662668 1.472956 2.066374 4.338625 5.707129 4.349709 4.881721 6.160999 3.157831 3.728621 6.150895 5.46598 3.366416 4.653283 5.058244 4.294365 4.008955 5.502794 6.137983,4.482397263157895,8.9212026951917,8.228055514631755,5,2,1,0,0,3.728621,2,2,2,2,19
code-switch,PIT,64,因 relocate 需要 ， 出手 小车 ~,因 搬家 需要 ， 出手 小车 ~,2,relocate,搬家,40.40231890022949,4.735093,NN,3,nsubj,3.052509 4.735093 4.348203 1.30377 5.431229 6.771548 4.677289,4.331377285714285,12.012245148550017,9.815020571213797,8,2,1,0,0,3.052509,2,2,1,2,7
code-switch,PIT,67,物品 condition 大部分 excellent to like new .,物品 状态 大部分 完美 到 较 新 。,2,condition,状态,35.737301717915585,4.227761,NN,4,nsubj,5.637844 4.227761 4.918825 5.164112 3.321688 3.733919 1.776025 1.592755,3.796616125,9.93280360687018,11.319097967990071,9,2,2,0,0,5.637844,1,2,1,2,8
code-switch,PIT,68,带 三 档 fan control ，,带 三 档 风扇 控制 ，,4,fan,风扇,41.20976935744423,5.987721,NN,5,compound:nn,4.192413 3.161448 6.376675 5.987721 3.312393 1.013983,4.0074388333333335,10.625950787430126,10.220485679321962,3,2,1,0,0,6.376675,2,2,2,2,6
code-switch,PIT,69,front ， top ， bottom 都 有 dust filter ，,前面 ， 上面 ， 下面 都 有 粉尘 过滤器 ，,1,front,前面,36.94771623138449,4.673008,NN,7,nmod:topic,4.673008 1.192925 3.950389 1.569684 4.445182 3.28424 0.3227735 6.006279 2.813873 0.7326171,2.89909706,10.402807236115917,11.319097967990071,5,2,6,0,,,1,1,1,1,10
code-switch,PIT,75,这 是 amazon 的 link,这 是 亚马逊 的 链接,5,link,链接,39.37633538947635,4.176259,NN,0,root,2.328403 0.8585079 4.662374 1.264781 4.176259,2.65806498,10.625950787430126,9.179031804493802,4,2,0,1,0,1.264781,3,3,3,3,5
code-switch,PIT,77,小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静 ： 有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,9,playground,操场,40.45679196071234,5.222569,NN,11,conj,5.445959 4.471926 2.862683 1.629897 3.314623 3.078321 2.205507 1.224629 5.222569 1.680709 4.059026 1.065817 3.902416 1.640911 2.755885 4.02336 2.346434 3.327142 4.389883 2.403482 1.287954 3.587107 1.797702,2.9445192173913046,10.402807236115917,10.913632859881908,10,2,2,0,0,1.224629,2,2,2,2,23
code-switch,PIT,78,今天 刚 做 的 inspection ， 去年 做 过 alignment ， 轮胎 刚 用 一 年 多 ， 很 新 。,今天 刚 做 的 检查 ， 去年 做 过 校准 ， 轮胎 刚 用 一 年 多 ， 很 新 。,5,inspection,检查,36.223430616676524,3.717324,NN,8,nsubj,3.692266 4.781333 3.540101 0.963562 3.717324 0.6883416 5.160846 4.072638 1.400924 6.224725 1.077932 5.193528 5.162158 4.323524 1.8919 1.455655 1.411744 0.7888751 3.166684 4.296021 0.930927,3.0448099380952374,9.93280360687018,10.913632859881908,10,2,3,0,0,0.963562,1,2,1,2,21
code-switch,PIT,82,ask for$19500 （ 可 小刀 ）,需要 $ 19500 （ 可 小刀 ）,1,ask,需要,34.27590817430443,3.98786,VV,0,root,3.98786 5.869531 10.51329 2.104872 3.487941 7.001029 1.545616,4.930019857142858,10.913632859881908,7.330113921425798,3,2,0,1,,,1,2,1,1,7
code-switch,PIT,86,盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 party 的 时候 大家 一起 玩 。,盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 聚会 的 时候 大家 一起 玩 。,17,party,聚会,39.29010754950689,4.528366,NN,16,dobj,5.886802 1.079592 4.822628 3.894545 0.5049582 2.988673 1.057827 3.552071 4.031106 4.201299 2.932194 0.4508813 2.988673 1.057827 3.859195 1.640911 4.528366 1.068375 1.879311 4.248898 1.802527 1.817623 0.9616036,2.663299395652174,8.183603752060922,10.913632859881908,5,2,1,0,0,1.640911,2,2,3,2,23
code-switch,PIT,88,king size 的,超大 号的,1,king,超大,41.199202387891695,5.512905,JJ,2,amod,5.512905 10.51329,8.0130975,9.373187818934758,9.304194947447806,4,2,1,0,,,2,2,2,1,2
code-switch,PIT,89,clean title ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。,干净 标题 ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。,1,clean,干净,39.00347142963831,6.100998,JJ,2,amod,6.100998 5.57728 1.034936 4.614394 1.21703 1.719119 2.307343 3.567245 0.9511624 6.56672 2.1993 0.7904912 3.216484 2.411652 0.4076274 1.687134 1.828428 2.816904 4.272262 5.991019 1.546234,2.896369666666667,8.9212026951917,8.228055514631755,5,2,1,0,,,1,1,1,1,21
code-switch,PIT,90,两 个 car seater 都 出 了 ， 谢谢 关注 ！,两 个 汽车 座椅 都 出 了 ， 谢谢 关注 ！,3,car,汽车,35.91399110533931,4.908605,NN,4,compound:nn,3.065489 0.6650633 4.908605 5.866893 2.53949 4.161437 0.2138798 2.569541 4.095883 4.962852 3.678204,3.3388488272727272,10.402807236115917,10.402807236115917,3,2,1,0,0,0.6650633,2,2,1,2,11
code-switch,PIT,91,room essentials 风扇 。,房 需 牌 风扇 。,1,room,房,36.409023174672605,5.230359,NN,2,nsubj,5.230359 4.302171 4.932991 6.124671 1.228663,4.363771000000001,7.986893457814868,8.401327235905793,4,1,1,0,,,1,2,1,1,5
code-switch,PIT,92,modem 和 wireless router 套餐 。,调制 解调器 和 无线 路由器 套餐 。,1,modem,调制,39.81388848329341,5.445959,VV,0,root,5.445959 7.483991 1.941623 4.201691 2.293866 6.499994 0.9102685,4.111056071428572,10.913632859881908,12.012245148550017,5,2,0,1,,,1,2,1,1,7
code-switch,PIT,94,发动机 强劲 smooth ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。,发动机 强劲 平稳 ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。,3,smooth,平稳,38.65861218987589,6.193977,VA,0,root,4.452208 5.057859 6.193977 0.7832579 4.590544 3.407543 1.460604 5.674952 4.665625 0.9934592 5.098462 3.729291 5.66677 2.205261 0.5102898,3.6326735266666663,11.319097967990071,,6,2,0,1,0,5.057859,1,2,1,2,15
code-switch,PIT,97,转让 玻璃 茶几 ， 包括 一 个 coffee table 和 两 个 side tables 。,转让 玻璃 茶几 ， 包括 一 个 咖啡 桌 和 两 个 茶几 。,8,coffee,咖啡,38.28902354227692,5.57337,NN,9,compound:nn,6.100998 5.368572 7.301634 1.007976 2.476357 2.103026 5.71784 5.57337 2.445844 0.8346568 2.655441 0.4181036 7.41059 1.290088,3.621749742857143,10.913632859881908,10.913632859881908,6,2,1,0,0,5.71784,2,2,2,2,14
code-switch,PIT,100,我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 standard window ， 如果 给 大家 造成 误导 ， 十分 抱歉 。,我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 标准 窗 ， 如果 给 大家 造成 误导 ， 十分 抱歉 。,16,standard,标准,34.938702177633495,4.498831,NN,17,compound:nn,3.527254 3.875369 5.764884 1.589035 0.9280026 1.88555 5.211815 1.485207 3.967929 0.5817305 2.543373 5.313402 5.99604 2.086137 2.308274 4.498831 5.640007 0.7931661 3.049555 2.923532 2.92609 4.553564 3.374777 0.2787536 4.24722 3.357927 0.4886699,3.0813368407407404,10.913632859881908,11.319097967990071,8,2,1,0,0,2.308274,2,2,2,2,27
code-switch,PIT,101,地址 ： near frick park,地址 ： 近 弗里克 公园,3,near,近,35.86195243672074,4.576115,AD,4,advmod,4.138768 0.0713013 4.576115 7.286964 4.194413,4.05351226,12.012245148550017,8.374658988823631,4,1,1,0,1,4.138768,2,2,2,2,5
code-switch,PIT,102,thx 已 出,谢谢 已 出,1,thx,谢谢,38.69452264800934,5.637844,VV,3,xcomp,5.637844 3.978374 3.308549,4.308255666666667,11.319097967990071,8.644949318563542,3,2,2,0,,,2,2,2,1,3
code-switch,PIT,105,或者 请 查看 word 附件 ～,或者 请 查看 文档 附件 ～,4,word,文档,39.114630714178574,3.092003,NN,5,compound:nn,4.401755 4.818261 2.893711 3.092003 5.960788 4.634686,4.300200666666666,10.913632859881908,11.319097967990071,4,2,1,0,0,2.893711,2,2,2,2,6
code-switch,PIT,107,每 三千 迈 用 最 好 的 mobil-1 synthetic oil 细心 保养,每 三千 迈 用 最 好 的 汽车 一 号 合成 油 细心 保养,8,synthetic,汽车,35.91399110533931,3.604869,NN,14,nmod:prep,3.568012 6.958872 5.635288 4.114445 2.958954 4.00685 0.5556167 3.604869 3.164592 2.467351 5.665073 5.019578 6.432346 5.822762,4.283900621428572,12.012245148550017,10.402807236115917,9,2,6,0,0,0.5556167,2,2,2,2,14
code-switch,PIT,110,免费 的 桌子 ， baby seat ， high chair ， queen size mattress and box .,免费 的 桌子 ， 婴儿 座椅 ， 高 脚凳 ， 大号 席梦思 和 盒子 。,5,baby,婴儿,38.460042237323165,5.034184,NN,6,compound:nn,4.772542 1.05108 5.17101 0.69897 5.034184 4.036819 0.7724688 3.598709 8.622323 1.404504 6.8207 7.412246 2.446782 6.050651 1.200774,3.9395841866666665,10.402807236115917,,4,2,1,0,1,5.17101,2,2,2,2,15
code-switch,PIT,118,你 转账 后 ， 我 给 你 完整 的 report .,你 转账 后 ， 我 给 你 完整 的 报告 。,10,report,报告,35.09059273507247,3.196169,NN,6,dobj,3.991114 7.273303 3.006947 0.3914956 3.246794 2.462647 0.5835766 5.245741 0.3391585 3.196169 0.8631735,2.7818290181818184,12.012245148550017,10.402807236115917,6,2,4,0,0,0.3391585,3,3,3,2,11
code-switch,PIT,123,白板 [ size = 14 .,白板 [ 大小 = 14 。,3,size,大小,36.69194028044125,4.525735,NN,4,nsubj,6.100998 4.718277 4.525735 4.936685 10.51329 1.427697,5.3704469999999995,7.1602148846304,10.220485679321962,4,2,1,0,1,6.100998,2,2,2,2,6
code-switch,PIT,124,可以 支撑 起来 看 视频 的 case,可以 支撑 起来 看 视频 的 外壳,7,case,外壳,40.25850407940575,4.431534,NN,2,dobj,3.535944 4.110496 2.362821 3.378824 4.125551 1.341472 4.431534,3.3266631428571425,12.012245148550017,,4,2,5,0,0,1.341472,3,3,3,3,7
code-switch,PIT,129,所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的 。,所有 保养 ， 检查 ， 换 轮胎 全 都 是 在 奔驰 卖家 做 的 。,4,inspection,检查,36.223430616676524,4.881539,NN,14,nsubj,3.213507 5.560874 1.069421 4.881539 0.9481598 4.911733 3.195292 4.668262 3.737023 0.8264373 1.29895 5.057883 6.902594 3.969354 0.963562 1.36934,3.2858706937500006,9.93280360687018,10.913632859881908,10,2,10,0,1,5.560874,1,2,1,2,16
code-switch,PIT,130,半 年 前 换 了 四 个 break rotors ， 和 两 个 front breaks ，,半 年 前 换 了 四 个 刹车 转子 ， 和 两 个 前刹 ，,8,break,刹车,41.125092632343694,6.227233,NN,9,compound:nn,3.714715 1.479431 6.050519 5.722722 1.093248 1.968197 0.644166 6.227233 5.959207 1.495209 2.846757 2.319924 0.4181036 10.51329 1.197862,3.44337224,10.913632859881908,10.625950787430126,5,2,1,0,0,0.644166,2,2,2,2,15
code-switch,PIT,131,最好 在 centre ， market district giant eagle 附近 。,最 好 在 中大 老鹰 超 市区 附近 。,1,centre,最,34.38441795677714,3.413973,AD,2,advmod,3.413973 4.287659 3.125911 4.69661 5.908311 4.670211 4.884963 2.731445 1.333316,3.894710999999999,10.220485679321962,8.205582658779697,6,1,1,0,,,1,2,1,1,9
code-switch,PIT,132,需要 自己 来 pick up ， 谢谢 ！,需要 自己 来 拿 ， 谢谢 ！,4,pick,拿,36.87828131091155,4.287075,VV,1,conj,3.98786 3.655842 2.811574 4.287075 1.599163 5.360007 1.941651,3.377596,11.319097967990071,10.625950787430126,4,1,3,0,0,2.811574,2,2,2,2,7
code-switch,PIT,134,电话 ： 412-六五二－6177 （ 最好 message ）,电话 ： 412-六五二－6177 （ 最好 短信 ）,6,message,短信,40.37973101360657,6.272628,NN,0,root,4.575053 0.5698753 10.51329 2.104872 4.755491 6.272628 1.932161,4.3890529,10.913632859881908,9.121873390653853,7,2,0,1,0,4.755491,3,2,3,2,7
code-switch,PIT,135,顶上 的 mic 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,顶上 的 麦克风 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,3,mic,麦克风,42.72974291406314,5.052323,NN,6,nsubj,7.042348 0.9691742 5.052323 3.578394 2.678347 3.566798 2.994958 1.070217 2.118135 2.321786 4.466767 2.585797 2.473248 1.519199 2.481801 0.5563025,2.8422246687499992,12.012245148550017,,3,3,3,0,0,0.9691742,1,2,1,2,16
code-switch,PIT,137,搅拌机 ， $5--- sold,搅拌机 ， $5--- 已 出售,4,sold,已,34.48102237465132,3.294987,AD,5,advmod,7.042348 0.7781513 10.51329 3.294987 3.199405,4.965636259999999,10.625950787430126,8.16209754683996,4,1,1,0,0,10.51329,3,2,3,2,5
code-switch,PIT,139,wireless chiclet-style keyboard ， optical mouse ， 赠送 键盘 和 鼠标 ；,无线 的 方块 键盘 ， 光学 鼠标 ， 赠送 键盘 和 鼠标 ；,1,wireless,无线,38.96578852187611,4.324915,JJ,4,amod,4.324915 2.295009 4.827713 5.721688 1.070451 5.160298 2.894035 1.18705 5.322462 5.317197 1.414606 0.5611014 2.998408,3.3149948769230764,10.913632859881908,9.815020571213797,8,2,3,0,,,1,1,1,1,13
code-switch,PIT,141,显卡 ： integrated ;,显卡 ： 集成 ;,3,integrated,集成,38.24366083739704,5.109433,JJ,4,dep,6.527233 2.942834 5.109433 4.759745,4.83481125,11.319097967990071,12.012245148550017,10,2,1,0,1,6.527233,3,2,3,2,4
code-switch,PIT,143,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,6,code,代码,38.598523222249476,5.478792,NN,7,compound:nn,3.692266 6.98528 2.720504 4.104183 5.131817 5.478792 6.665099 2.019461 4.942875 4.686804 3.164476 0.7056581,4.191434591666667,10.913632859881908,12.012245148550017,4,2,1,0,0,5.131817,2,2,2,2,12
code-switch,PIT,153,best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,百 思 买 的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,6,deal,促销,39.09360292133547,6.90663,NN,12,nsubj,4.074891 5.810071 5.326255 1.21779 3.508778 6.90663 3.959385 4.803555 3.937881 0.8970158 2.761981 4.701768 0.2425068 1.350056 1.742402 2.668001 2.237212 4.980058 5.781004 2.930238 1.12608 3.106622 3.335511 5.361963,3.448652275,10.913632859881908,12.012245148550017,4,2,6,0,0,3.508778,1,2,1,2,24
code-switch,PIT,158,差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,差不多 算是 全新 的 了 ， 适合 带 全 壁炉 的 公寓 或 独 栋 住宅 使用 。,8,stove,带,35.138262413219955,4.379555,VV,7,ccomp,5.129689 5.940669 3.93853 0.3574319 4.405799 0.7345665 4.343723 4.379555 4.988709 6.678685 1.196821 4.101469 2.396017 5.14663 3.272605 0.328867 3.564978 0.39794,3.4057046888888896,12.012245148550017,8.205582658779697,5,1,1,0,0,4.343723,2,2,2,2,18
code-switch,PIT,164,update : 依然 有效 ， 现在 $ 25 .,更新 : 依然 有效 ， 现在 $ 25 。,1,update,更新,36.773567272044225,4.512905,VV,0,root,4.512905 3.516661 5.711761 2.427818 0.4866666 3.39598 5.250257 10.51329 1.427697,4.138115066666667,9.373187818934758,9.709660055555972,6,2,0,1,,,1,2,1,1,9
code-switch,PIT,167,平时 用 的 很 仔细 ， condition 很好 。,平时 用 的 很 仔细 ， 状态 很 好 。,7,condition,状态,35.737301717915585,4.964939,NN,9,nsubj,4.662668 2.646588 1.328305 4.571486 3.795047 1.06923 4.964939 3.658889 3.559633 1.655329,3.1912114000000003,9.93280360687018,11.319097967990071,9,2,2,0,1,3.795047,2,2,3,2,10
code-switch,PIT,169,hello ， 大家 好,嘿 ， 大家 好,1,hello,嘿,42.146221086188284,5.804013,IJ,4,dep,5.804013 0.872935 4.175789 2.864041,3.4291945000000004,9.179031804493802,,5,1,3,0,,,1,2,1,1,4
code-switch,PIT,170,轻薄 便捷 ， usb 连接,轻薄 便捷 ， 通用 串行 总线 连接,4,usb,通用,37.82758875967953,4.794477,NR,6,nmod:assmod,6.016196 6.019184 0.707678 4.794477 6.667174 5.799154 1.778151,4.540287714285713,10.913632859881908,11.319097967990071,3,2,2,0,1,6.019184,2,2,2,2,7
code-switch,PIT,173,仍然 available :,仍然 有效 :,2,available,有效,35.33843024877958,2.390614,VA,0,root,5.313333 2.390614 5.003398,4.235781666666667,8.323365694436081,11.319097967990071,9,2,0,1,0,5.313333,2,2,2,2,3
code-switch,PIT,175,选择 standard shipping 即 可 免 运费 。,选择 标准 运送 即 可 免 运费 。,2,standard,标准,34.938702177633495,3.136307,NN,3,nsubj,4.4189 3.136307 5.499918 3.892378 3.968558 5.67558 3.155119 0.9598828,3.8383303499999997,10.913632859881908,11.319097967990071,8,2,1,0,0,4.4189,1,2,1,2,8
code-switch,PIT,177,成色 不错 啊 ， 是 clean title 吗,成色 不错 啊 ， 是 干净 标题 吗,6,clean,干净,39.00347142963831,5.440048,JJ,7,amod,5.933704 5.321691 3.910257 0.6509902 2.06702 5.440048 5.808127 5.526118,4.3322444,8.9212026951917,8.228055514631755,5,2,1,0,0,2.06702,3,2,3,2,8
code-switch,PIT,178,一 个 是 独立 房 ， 一 个 是 condo .,一 个 是 独立 房 ， 一 个 是 公寓 。,10,condo,公寓,39.049879525011114,5.127452,NN,5,conj,2.791026 5.592477 2.654598 1.869683 4.761712 0.9255341 2.512486 5.656124 2.654598 5.127452 0.9248334,3.2245930454545446,12.012245148550017,7.358284798392494,5,2,5,0,0,2.654598,3,3,3,2,11
code-switch,PIT,180,个人 平时 比较 宅 ， 不 开 party 。,个人 平时 比较 宅 ， 不 开 聚会 。,8,party,聚会,39.29010754950689,5.462672,NN,7,dobj,4.160723 4.601552 3.876284 5.720065 1.018127 2.972842 5.319402 5.462672 0.816386,3.772005888888889,8.183603752060922,10.913632859881908,5,2,1,0,0,5.319402,3,2,3,2,9
code-switch,PIT,182,啊 不 好意思 我 已经 update 了 联系 方式 了,啊 不 好意思 我 已经 更新 了 联系 方式 了,6,update,更新,36.773567272044225,3.736986,VV,0,root,4.867811 4.198951 4.756801 3.867765 2.35524 3.736986 0.9994671 3.592718 5.202755 4.122381,3.7700875099999998,9.373187818934758,9.709660055555972,6,2,0,1,0,2.35524,2,2,2,2,10
code-switch,PIT,183,现在 还 available,现在 还 有效,3,available,有效,35.33843024877958,4.417162,VA,0,root,3.0935 2.197556 4.417162,3.236072666666667,8.323365694436081,11.319097967990071,9,2,0,1,0,2.197556,3,3,3,3,3
code-switch,PIT,187,精装 修 、 家具 全 、 free 无线 上网 !,精装 修 、 家具 全 、 免费 无线 上网 !,7,free,免费,38.15362473674615,4.491409,JJ,9,amod,5.804013 4.939471 1.661858 4.178992 4.093283 2.404881 4.491409 2.920094 0.5855799 4.898229,3.5977809899999995,8.9212026951917,7.721785707401626,4,2,2,0,1,4.093283,2,2,3,2,10
code-switch,PIT,189,精装 修 家具 全 free 无线 上网 !,精装 修 家具 全 免费 无线 上网 !,5,free,免费,38.15362473674615,5.015528,JJ,7,amod,5.804013 4.939471 5.585263 3.700925 5.015528 2.859978 0.5855799 4.898229,4.1736233625,8.9212026951917,7.721785707401626,4,2,2,0,0,3.700925,2,2,2,2,8
code-switch,PIT,191,环境 ： 住宅 街区 ， street parking 。,环境 ： 住宅 街区 ， 提供 路边 停车 。,6,street,提供,34.70496616004472,3.395068,VV,0,root,4.415995 2.990346 5.166033 3.487198 0.8166686 3.395068 5.917717 1.847645 1.04405,3.2311911777777773,8.967722710826594,7.869110422158484,6,2,0,1,1,3.487198,2,2,2,2,9
code-switch,PIT,192,房型 ： house,房型 ： 大 独 栋 住宅,3,house,大,33.14309949882581,3.281963,JJ,4,amod,7.042348 1.927382 3.281963 5.048509 3.433819 0.328867,3.510481333333333,6.694125154705801,6.9062996746494365,5,1,1,0,1,7.042348,2,2,2,2,6
code-switch,PIT,193,欢迎 email 咨询,欢迎 电子 邮件 咨询,2,email,电子,35.90769709532251,5.242048,NN,3,compound:nn,5.269867 5.242048 4.005394 5.157767,4.918768999999999,7.630218513876136,10.220485679321962,5,2,1,0,0,5.269867,2,2,2,2,4
code-switch,PIT,194,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 。,3,bus,公交,39.73689897941276,4.538711,NN,2,dobj,5.976814 1.705884 4.538711 3.104786 2.386387 4.830029 0.7621061 5.364427 0.4281348 4.358702 1.39626,3.1683855363636364,7.869110422158484,8.456897087060604,3,2,1,0,0,1.705884,2,2,1,2,11
code-switch,PIT,197,四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,四 个 房间 租金 分别 为 390，420，460，490 美 刀 / 月 。,8,usd,美,35.398436039734555,3.890857,M,7,mark:clf,3.20292 1.271895 3.14846 6.255914 3.600711 2.819357 10.51329 3.890857 5.424262 3.744486 3.459783 0.96393,4.024655416666667,11.319097967990071,10.625950787430126,3,1,1,0,0,10.51329,2,2,2,2,12
