sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,bilingual_corpus_frequency_first_cs_word,bilingual_corpus_frequency_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation
code-switch,CMU,763,房子 介绍 ： house 在 松鼠 山上 ， 要 出租 的 客厅 位于 第一 层 （ house 一共 有 两 层 和 地下室 ） 。,房子 介绍 ： 房子 在 松鼠 山上 ， 要 出租 的 客厅 位于 第一 层 （ 房子 一共 有 两 层 和 地下室 ） 。,4,house,房子,5.70E-17,5.95011,NN,13,nsubj,0.0012381721180633532,8.375870210428566E-4,5,2,9,0,1
code-switch,CMU,768,欢迎 预定 ， 时间 长短 都 可以 ， 如果 很 短期 居住 ， 可以 协商 按 weekly rent 计算 。,欢迎 预定 ， 时间 长短 都 可以 ， 如果 很 短期 居住 ， 可以 协商 按 每 周 租金 计算 。,17,weekly,每,9.51E-16,2.606439,DT,19,det,6.069471166977221E-6,2.3670937551211163E-4,6,1,2,0,0
code-switch,CMU,769,这 是 一 个 二 层 house 的 一 楼 。,这 是 一 个 二 层 房子 的 一 楼 。,7,house,房子,5.70E-17,4.662992,NN,10,nmod:assmod,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,770,公寓 在 一 个 三 层 house 的 两 楼 。,公寓 在 一 个 三 层 房子 的 两 楼 。,7,house,房子,5.70E-17,4.438001,NN,10,nmod:assmod,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,772,客厅 的 大 窗户 外面 是 个 草地 ， view 还 不错 ， 卧室 不 临街 。,客厅 的 大 窗户 外面 是 个 草地 ， 视野 还 不错 ， 卧室 不 临街 。,10,view,视野,3.13E-17,5.681326,NN,12,nsubj,3.641682700186333E-5,1.2138942333954442E-5,4,2,2,0,1
code-switch,CMU,773,一 个 queen size 的 床 。,一 个 标准 双人 的 床 。,3,queen,标准,6.70E-16,3.223251,NN,4,nsubj,3.338209141837472E-4,1.2138942333954442E-5,5,2,1,0,0
code-switch,CMU,775,queen size bed 非常 大 的 closet ！,标准 双人床 非常 大 的 衣柜 ！,1,queen,标准,6.70E-16,3.959629,NN,2,nsubj,3.338209141837472E-4,1.2138942333954442E-5,5,2,1,0,0
code-switch,CMU,777,living room 与 bedroom 彻底 分离 ， 也 比 bedroom 大 一 圈 。,客厅 与 卧室 彻底 分离 ， 也 比 卧室 大 一 圈 。,1,living,客厅,6.20E-18,6.258925,NN,3,conj,1.7601466384233942E-4,4.855576933581777E-4,6,2,2,0,0
code-switch,CMU,780,下面 是 该 公寓 的 网站 ， 可以 查看 floor plan 。,下面 是 该 公寓 的 网站 ， 可以 查看 户型 。,10,floor,户型,2.57E-19,6.842975,NN,9,dobj,1.4566730800745332E-4,7.283365400372666E-5,5,2,1,0,0
code-switch,CMU,786,周围 都 是 安静 的 住户 ， 不 会 有 很 吵 的 party 这 种 情况 发生 。,周围 都 是 安静 的 住户 ， 不 会 有 很 吵 的 派对 这 种 情况 发生 。,14,party,派对,1.73E-18,4.862206,NN,18,nsubj,2.7919567368095216E-4,6.069471166977221E-6,5,2,4,0,0
code-switch,CMU,790,所以 我 经常 有 一 个 人 坐 拥 一 个 大 apt 的 感觉 。,所以 我 经常 有 一 个 人 坐 拥 一 个 大 公寓 的 感觉 。,13,apt,公寓,1.10E-17,5.154819,NN,9,dobj,1.3959783684047608E-4,6.372944725326083E-4,3,2,4,0,0
code-switch,CMU,791,匹兹堡 冬天 很 长 ， 我 朋友 住 house 一 个 月 暖气 费 就 要 100 + 均摊 到 一 个 人 身上 ， 还 要 自己 照顾 垃圾 费 和 别的 杂费 。,匹兹堡 冬天 很 长 ， 我 朋友 住 房 子 一 个 月 暖气 费 就 要 100+ 均摊 到 一 个 人 身上 ， 还 要 自己 照顾 垃圾 费 和 别的 杂费 。,9,house,房,1.54E-16,5.096802,NN,10,compound:nn,0.0012381721180633532,2.245704331781572E-4,5,1,1,0,0
code-switch,CMU,792,house 门口 就 是 停车场 ， 有 车 的 同学 也 会 十分 方便 。,房子 门口 就 是 停车场 ， 有 车 的 同学 也 会 十分 方便 。,1,house,房子,5.70E-17,5.512905,NN,2,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,1,0,0
code-switch,CMU,797,公寓 带 garage ， 也 有 露天 车位 ， 有 车 的 朋友 比较 方便 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ；,公寓 带 车库 ， 也 有 露天 车位 ， 有 车 的 朋友 比较 方便 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ；,3,garage,车库,9.99E-19,5.980581,NN,2,dobj,6.676418283674943E-5,8.49725963376811E-5,6,2,1,0,0
code-switch,CMU,799,另外 ， 我 的 时间 很 flexible ， 入住 时间 ， 价格 可 洽谈 哈 。,另外 ， 我 的 时间 很 灵活 ， 入住 时间 ， 价格 可 洽谈 哈 。,7,flexible,灵活,8.67E-17,3.589139,VA,0,root,2.4277884667908884E-5,1.8208413500931665E-5,8,2,0,1,0
code-switch,CMU,802,可以 免费 提供 queen size 床 （ 新 ） 、 写字台 等 设施 。,可以 免费 提供 标准 双人 床 （ 新 ） 、 写字台 等 设施 。,4,queen,标准,6.70E-16,3.534657,NN,6,compound:nn,3.338209141837472E-4,1.2138942333954442E-5,5,2,2,0,0
code-switch,CMU,803,apartment 由 公司 管理 ， 服务 非常 到位 ， 任何 东西 坏 了 只 需 一 个 电话 ， 修理 十分 及时 。,公寓 由 公司 管理 ， 服务 非常 到位 ， 任何 东西 坏 了 只 需 一 个 电话 ， 修理 十分 及时 。,1,apartment,公寓,1.10E-17,4.876083,NN,4,nsubj,4.855576933581777E-4,6.372944725326083E-4,9,2,3,0,0
code-switch,CMU,806,apartment 在 elwood 上 ， 安静 ， 安全 ， 公交 方便 。,公寓 在 埃尔 伍德 上 ， 安静 ， 安全 ， 公交 方便 。,1,apartment,公寓,1.10E-17,4.876083,NN,7,nsubj,4.855576933581777E-4,6.372944725326083E-4,9,2,6,0,0
code-switch,CMU,811,apt 是 三 居室 ， 住 的 都 是 女生 。,公寓 是 三 居室 ， 住 的 都 是 女生 。,1,apt,公寓,1.10E-17,4.876083,NN,4,nsubj,1.3959783684047608E-4,6.372944725326083E-4,3,2,3,0,0
code-switch,CMU,812,自 顶 此 公寓 仍然 available !,自 顶 此 公寓 仍然 空缺 !,6,available,空缺,3.73E-18,4.199262,VV,0,root,2.4277884667908884E-4,6.069471166977221E-6,9,2,0,1,0
code-switch,CMU,814,两 个 超大 walk-in closets ;,两 个 超大 步入 式 衣柜 ;,4,closets,步入,1.08E-20,6.264486,VV,6,acl,6.069471166977221E-6,6.069471166977221E-6,7,2,2,0,0
code-switch,CMU,815,周围 几 个 block 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障 。,周围 几 个 街区 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障 。,4,block,街区,3.81E-18,2.561573,NN,5,nsubj,5.462524050279499E-5,4.248629816884055E-5,5,2,1,0,0
code-switch,CMU,816,两 室 两 厅 apartment ， 房间 巨大 ， 宽敞 明亮 。,两 室 两 厅 公寓 ， 房间 巨大 ， 宽敞 明亮 。,5,apartment,公寓,1.10E-17,5.11659,NN,8,nmod:topic,4.855576933581777E-4,6.372944725326083E-4,9,2,3,0,0
code-switch,CMU,820,自己 是 女生 ， 平时 比较 爱 干净 ， 所以 房间 很 整洁 ， 有意 向 的 ， 可以 向 我 要 房子 的 照片 ， 这个 链接 是 apartment 的 房子 信息 ， 户型 就是 照片 上 一模一样 。,自己 是 女生 ， 平时 比较 爱 干净 ， 所以 房间 很 整洁 ， 有意 向 的 ， 可以 向 我 要 房子 的 照片 ， 这个 链接 是 公寓 的 房子 信息 ， 户型 就是 照片 上 一模一样 。,30,apartment,公寓,1.10E-17,5.1494,NN,33,nmod:assmod,4.855576933581777E-4,6.372944725326083E-4,9,2,3,0,0
code-switch,CMU,829,另外 ， 房东 超级 nice ！,另外 ， 房东 超级 很好 ！,5,nice,很好,4.89E-18,5.823377,NN,3,dobj,4.1272403935445107E-4,3.0347355834886106E-5,4,2,2,0,0
code-switch,CMU,834,该 house 目前 三 女 两 男 。,该 房子 目前 三 女 两 男 。,2,house,房子,5.70E-17,4.577792,NN,7,dep,0.0012381721180633532,8.375870210428566E-4,5,2,5,0,0
code-switch,CMU,840,house 一 层 。,房子 一 层 。,1,house,房子,5.70E-17,5.512905,NN,2,nsubj,0.0012381721180633532,8.375870210428566E-4,5,2,1,0,0
code-switch,CMU,843,你 既 可以 和 我 睡 一 间 bedroom （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490 所有 费用 都 包括 ） 。,你 既 可以 和 我 睡 一 间 房间 （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490  所有 费用 都 包括 ） 。,9,bedroom,房间,3.80E-17,2.931971,NN,6,dobj,3.034735583488611E-4,8.922122615456515E-4,7,2,3,0,0
code-switch,CMU,844,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 money 。,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 钱 。,18,money,钱,1.84E-16,2.284431,NN,15,dobj,1.8208413500931665E-5,3.641682700186333E-5,5,1,3,0,0
code-switch,CMU,846,大家 可以 查 去年 公布 的 crime alert .,大家 可以 查 去年 公布 的 犯罪 警报 。,7,crime,犯罪,3.33E-16,4.465277,NN,8,compound:nn,6.069471166977221E-6,,5,2,1,0,0
code-switch,CMU,847,现有 greenfield$20006br 大 house 招租 啦 ！,现有 greenfield$20006br 大 独 栋 别墅 招租 啦 ！,4,house,独,5.28E-17,4.925744,NN,6,compound:nn,0.0012381721180633532,4.248629816884055E-5,5,1,2,0,0
code-switch,CMU,848,我们 人 都 很 nice 啦 生活 也 都 很 规律 。,我们 人 都 很 很 好 啦 生活 也 都 很 规律 。,6,nice,好,1.73E-15,3.559633,VA,12,dep,4.1272403935445107E-4,0.001128921637057763,4,1,6,0,0
code-switch,CMU,852,卧室 本 已 出租 ， 但 因为 这个 可怜 的 姑娘 签证 被 check 两 个 多 月 了 ， 不 能 保证 入住 ， 所以 现在 再 招租 。,卧室 本 已 出租 ， 但 因为 这个 可怜 的 姑娘 签证 被 耽搁 两 个 多 月 了 ， 不 能 保证 入住 ， 所以 现在 再 招租 。,14,check,耽搁,2.02E-18,4.7846,VV,23,nmod:prep,4.248629816884055E-5,,5,2,9,0,0
code-switch,CMU,853,目前 出租 house 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 half bathroom 。,目前 出租 独 栋 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 单人间 不带 卫浴 。,3,house,独,5.28E-17,5.612399,NN,5,compound:nn,0.0012381721180633532,4.248629816884055E-5,5,1,2,0,0
code-switch,CMU,857,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 email 联系 。,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 邮件 联系 。,14,email,邮件,2.05E-17,6.102458,NN,15,nmod:prep,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,858,房租 不 包括 utilities 水 / 电 / 气 / 垃圾 费 。,房租 不 包括 配套 设施 水 / 电 / 气 / 垃圾 费 。,4,utilities,配套,1.00E-16,5.020321,JJ,5,amod,1.3959783684047608E-4,1.8208413500931665E-5,9,2,1,0,0
code-switch,CMU,861,另外 ： 房子 是 一 个 house 的 底层 。,另外 ： 房子 是 一 个 独 栋 的 底层 。,7,house,独,5.28E-17,6.088486,NN,10,dep,0.0012381721180633532,4.248629816884055E-5,5,1,3,0,0
code-switch,CMU,862,匹兹堡 独 栋 house 两 间 卧室 出租 。,匹兹堡 独 栋 房子 两 间 卧室 出租 。,4,house,房子,5.70E-17,2.081272,NN,8,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,4,0,0
code-switch,CMU,864,house 门口 免费 停车 。,独 栋 门口 免费 停车 。,1,house,独,5.28E-17,5.249664,NN,3,compound:nn,0.0012381721180633532,4.248629816884055E-5,5,1,2,0,0
code-switch,CMU,867,可以 放 queen size 的 床 。,可以 放 较 大 号的 的 床 。,3,queen,较,9.48E-16,4.338129,AD,4,advmod,3.338209141837472E-4,4.248629816884055E-5,5,1,1,0,0
code-switch,CMU,868,一 楼 有 宽敞 方便 的 客厅 、 餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ powder room ) 。,一 楼 有 宽敞 方便 的 客厅 、 餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ 化妆 间 ) 。,19,powder,化妆,2.82E-18,5.913692,NN,21,nmod:prep,1.2138942333954442E-5,,6,2,2,0,1
code-switch,CMU,873,lease 从 8 .,租房 协议 从 8 。,1,lease,租房,2.26E-18,6.326181,VV,0,root,6.433639436995855E-4,1.0318100983861277E-4,5,2,0,1,0
code-switch,CMU,874,房间 available 详 聊 请 email : em@46,房间 闲置 的 详 聊 请 邮件 : em@46,2,available,闲置,5.19E-18,6.306267,VV,0,root,2.4277884667908884E-4,2.4277884667908884E-5,9,2,0,1,0
code-switch,CMU,880,一 楼 有 客厅 、 餐厅 、 厨房 、 半 个 卫生间 ( powder room ) 。,一 楼 有 客厅 、 餐厅 、 厨房 、 半 个 卫生间 ( 化妆 间 ) 。,14,powder,化妆,2.82E-18,5.542916,NN,16,dep,1.2138942333954442E-5,,6,2,2,0,1
code-switch,CMU,882,如果 想 拎包 入住 ， furniture 都 好 商量 。,如果 想 拎包 入住 ， 家具 都 好 商量 。,6,furniture,家具,1.16E-17,5.371221,NN,9,nsubj,1.8208413500931665E-5,6.130165878646994E-4,9,2,3,0,1
code-switch,CMU,890,在 s pacific 上 的 house 。,在 南大 西洋 上 的 房子 。,6,house,房子,5.70E-17,3.863244,NN,2,dobj,0.0012381721180633532,8.375870210428566E-4,5,2,4,0,0
code-switch,CMU,891,出入 apartment 需要 专门 的 钥匙 ， 所以 非常 安全 。,出入 公寓 需要 专门 的 钥匙 ， 所以 非常 安全 。,2,apartment,公寓,1.10E-17,5.304675,NN,1,dobj,4.855576933581777E-4,6.372944725326083E-4,9,2,1,0,0
code-switch,CMU,892,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,2,living,客厅,6.20E-18,6.181467,NN,3,compound:nn,1.7601466384233942E-4,4.855576933581777E-4,6,2,1,0,0
code-switch,CMU,893,bathroom 淋浴 暖气 齐全 。,淋浴 间 淋浴 暖气 齐全 。,2,bathroom,间,1.74E-15,4.078015,M,1,mark:clf,1.8208413500931663E-4,5.21974520360041E-4,8,1,1,0,0
code-switch,CMU,894,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 email 。,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 邮件 。,14,email,邮件,2.05E-17,4.638316,NN,11,dobj,4.855576933581777E-4,1.3352836567349886E-4,5,2,3,0,0
code-switch,CMU,895,有 兴趣 的 同学 随时 email 或者 留言 ， 谢谢 。,有 兴趣 的 同学 随时 邮件 或者 留言 ， 谢谢 。,6,email,邮件,2.05E-17,5.518126,NN,8,conj,4.855576933581777E-4,1.3352836567349886E-4,5,2,2,0,0
code-switch,CMU,897,email 联系 ， em@48 企鹅 .,邮件 联系 ， em@48 企鹅 。,1,email,邮件,2.05E-17,5.445959,NN,2,nsubj,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,900,下面 有 floor plan 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 bedroom 顶上 还 有 一 面 窗 。,下面 有 户型 图 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 房间 顶上 还 有 一 面 窗 。,3,floor,户型,2.57E-19,7.141381,NN,4,compound:nn,1.4566730800745332E-4,7.283365400372666E-5,5,2,1,0,0
code-switch,CMU,902,house 里 有 washer dryer dishwasher 。,房子 里 有 洗衣机 ， 烘干机 ， 洗碗机 。,1,house,房子,5.70E-17,5.512905,NN,3,advmod:loc,0.0012381721180633532,8.375870210428566E-4,5,2,2,0,0
code-switch,CMU,903,房间 环境 ： 很 大 ， 现在 里面 放 了 一 个 queen bed 依旧 很 宽敞 。,房间 环境 ： 很 大 ， 现在 里面 放 了 一 个 较 大号 床 依旧 很 宽敞 。,13,queen,较,9.48E-16,3.655953,AD,14,advmod,3.338209141837472E-4,4.248629816884055E-5,5,1,1,0,0
code-switch,CMU,906,出租 的 是 house 里面 的 几 个 卧室 ， 有 家具 。,出租 的 是 房子 里面 的 几 个 卧室 ， 有 家具 。,4,house,房子,5.70E-17,5.192371,NN,5,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,1,0,0
code-switch,CMU,909,房子 ： 是 一 个 house 。,房子 ： 是 一 个 房子 。,6,house,房子,5.70E-17,4.638225,NN,0,root,0.0012381721180633532,8.375870210428566E-4,5,2,0,1,0
code-switch,CMU,911,目前 有 两 间 卧室 可以 出租 ， yearly lease preferred 。,目前 有 两 间 卧室 可以 出租 ， 年 租 优先 。,9,yearly,年,1.38E-14,3.640095,AD,10,advmod,3.0347355834886106E-5,4.3700192402235994E-4,6,1,1,0,1
code-switch,CMU,912,washer and dryer ( free to use ) ， 大量 储藏 空间 。,免费 使用 洗衣机 ， 烘干机 ) ， 大量 储藏 空间 。,1,washer,免费,2.69E-17,4.772542,AD,2,advmod,6.676418283674943E-5,4.4307139518933716E-4,6,2,1,0,0
code-switch,CMU,914,房型 ： 是 一 个 house ， 里面 有 四 个 卧室 。,房型 ： 是 一 个 房子 ， 里面 有 四 个 卧室 。,6,house,房子,5.70E-17,4.638225,NN,1,ccomp,0.0012381721180633532,8.375870210428566E-4,5,2,5,0,0
code-switch,CMU,915,washer dryer 在 地下室 ， 免费 实用 ；,洗衣机 ， 烘干机 在 地下室 ， 免费 实用 ；,1,washer,洗衣机,9.63E-18,6.100998,NN,8,nmod:topic,6.676418283674943E-5,6.069471166977221E-5,6,3,7,0,0
code-switch,CMU,916,要求 ： no smoking ， no pets ， no noisy parties .,要求 ： 禁烟 ， 不 能 有 宠物 ， 不 能 有 嗨 趴 。,3,no,禁烟,5.60E-18,5.910038,NN,7,nsubj,6.676418283674943E-5,6.069471166977221E-6,2,2,4,0,1
code-switch,CMU,917,也 可以 email 联系 。,也 可以 邮件 联系 。,3,email,邮件,2.05E-17,6.290077,NN,4,compound:nn,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,918,我 也 可以 pm 把 email 给 您 。,我 也 可以 下午 把 邮件 给 您 。,4,pm,下午,1.03E-16,5.336437,NT,7,nmod:tmod,1.2138942333954442E-5,1.2138942333954442E-5,2,2,3,0,0
code-switch,CMU,919,好 的 ， 我 pm 把 email 给 你 。,好 的 ， 我 下午 把 邮箱 给 你 。,5,pm,下午,1.03E-16,5.149678,NT,8,nmod:tmod,1.2138942333954442E-5,1.2138942333954442E-5,2,2,3,0,0
code-switch,CMU,924,topic : 出租 客厅 ！,主题 : 出租 客厅 ！,1,topic,主题,1.26E-16,4.404566,NN,3,dep,6.069471166977221E-6,6.069471166977221E-6,5,2,2,0,0
code-switch,CMU,926,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大 。,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 淋浴 间 相隔 ， 所以 互相 干扰 不 大 。,14,dining,餐厅,6.78E-18,4.508268,NN,13,dobj,9.104206750465832E-5,1.699451926753622E-4,6,2,1,0,0
code-switch,CMU,930,房间 不 大 但是 很 cozy with big closet 。,房间 不 大 但是 很 紧凑 ， 大衣橱 。,6,cozy,紧凑,3.75E-18,3.930708,VA,0,root,6.069471166977221E-6,1.2138942333954442E-5,4,2,0,1,0
code-switch,CMU,931,， 是 一 栋 house ， 三 个 房间 加 一 个 阁楼 ， 两 个 bathroom 。,， 是 一 栋 房子 ， 三 个 房间 加 一 个 阁楼 ， 两 个 厕所 。,5,house,房子,5.70E-17,1.518245,NN,0,root,0.0012381721180633532,8.375870210428566E-4,5,2,0,1,0
code-switch,CMU,939,绝对 是 squirrel hill 最 好 的 house 了 ， 没有 之一 ！,绝对 是 松鼠山 最 好 的 房子 了 ， 没有 之一 ！,7,house,房子,5.70E-17,2.891236,NN,3,dobj,0.0012381721180633532,8.375870210428566E-4,5,2,4,0,0
code-switch,CMU,944,email 联系 em@52,邮件 联系 em@52,1,email,邮件,2.05E-17,5.445959,NN,2,compound:nn,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,952,抱歉 是 no pets no smoking 的 policy .,抱歉 是 不要 宠物 禁言 的 政策 。,3,no,不要,1.96E-16,4.703452,AD,5,advmod,6.676418283674943E-5,3.0347355834886106E-5,2,2,2,0,0
code-switch,CMU,957,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 nice ！,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 好 ！,22,nice,好,1.73E-15,4.24185,VA,6,conj,4.1272403935445107E-4,0.001128921637057763,4,1,16,0,0
code-switch,CMU,960,附近 有 一 个 playground ， 可以 打 篮球 ， 羽毛球 ， 网球 等等 。,附近 有 一 个 操场 ， 可以 打 篮球 ， 羽毛球 ， 网球 等等 。,5,playground,操场,2.69E-18,4.206861,NN,2,dobj,3.0347355834886106E-5,1.8208413500931665E-5,10,2,3,0,0
code-switch,CMU,964,客厅 和 卧室 都 非常 大 ， nicely-furnished ， everything is included !,客厅 和 卧室 都 非常 大 ， 精装 ， 一切 都 包 ！,8,nicely-furnished,精装,4.40E-19,6.293819,NN,12,nmod:topic,6.069471166977221E-6,2.4277884667908884E-5,16,2,4,0,1
code-switch,CMU,968,其他 另外 本人 去年 暑假 就 来 参加 了 acc ， 如果 是 参加 acc 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料 。,其他 另外 本人 去年 暑假 就 来 参加 了 会计 ， 如果 是 参加 会计 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料 。,10,acc,会计,1.21E-16,5.336593,NN,8,dobj,1.8208413500931665E-5,,3,2,2,0,0
code-switch,CMU,974,主 卧室 ( bedroom ) 含 独立 卫生间 ： 5/15-6/30,主 卧室 ( 卧室 ) 含 独立 卫生间 ： 5/15-6/30,4,bedroom,卧室,3.33E-18,5.721916,NN,5,compound:nn,3.034735583488611E-4,7.768923093730843E-4,7,2,1,0,1
code-switch,CMU,975,floor plan 已 附 。,户型 图 已 附 。,1,floor,户型,2.57E-19,6.482378,NN,2,compound:nn,1.4566730800745332E-4,7.283365400372666E-5,5,2,1,0,0
code-switch,CMU,978,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 party 。,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 聚会 。,14,party,聚会,8.64E-18,5.53607,NN,3,dep,2.7919567368095216E-4,1.8208413500931665E-5,5,2,11,0,0
code-switch,CMU,979,house 有 三 个 bedroom ， 出租 其中 一 个 。,房间 有 三 个 卧室 ， 出租 其中 一 个 。,1,house,房间,3.80E-17,5.415995,NN,2,nsubj,0.0012381721180633532,8.922122615456515E-4,5,2,1,0,0
code-switch,CMU,987,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 party 。,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 派对 。,17,party,派对,1.73E-18,2.913393,NN,16,dobj,2.7919567368095216E-4,6.069471166977221E-6,5,2,1,0,0
code-switch,CMU,988,房子 采用 节能 设计 ， utilities 相比 很多 其他 房子 便宜 。,房子 采用 节能 设计 ， 配套 设施 相比 很多 其他 房子 便宜 。,6,utilities,配套,1.00E-16,5.46365,NN,7,compound:nn,1.3959783684047608E-4,1.8208413500931665E-5,9,2,1,0,1
code-switch,CMU,991,apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,apartmenttypeid=309 位置 : 艾肯 和 中央 街 的 交叉 路口 。,6,center,中央,1.10E-15,3.522219,NN,7,compound:nn,6.069471166977221E-5,4.248629816884055E-5,6,2,1,0,0
code-switch,CMU,1005,离 餐馆 和 超市 很 近 ， 选择 也 很多 ( chinese ， korean ， indian ， american ， vietnamese .,离 餐馆 和 超市 很 近 ， 选择 也 很多 ( 中餐 ， 韩餐 ， 印度 餐 ， 美餐 ， 越南 餐 。,12,chinese,中餐,1.69E-19,6.496228,VV,8,ccomp,6.069471166977221E-6,1.8208413500931665E-5,7,2,4,0,1
code-switch,CMU,1009,客厅 还 有 一 个 小 的 balcony 。,客厅 还 有 一 个 小 的 阳台 。,8,balcony,阳台,4.39E-18,5.050276,NN,3,dobj,1.2138942333954442E-5,4.855576933581777E-5,7,2,5,0,0
code-switch,CMU,1011,plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,备注 ： 因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意 使用 。,1,plus,备注,2.28E-18,4.088296,NN,11,nmod:topic,2.4277884667908884E-5,2.4277884667908884E-5,4,2,10,0,0
code-switch,CMU,1022,备注 : 这 间 apartment 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 work ， 我们 房间 各 个 设施 都 可以 work .,备注 : 这 间 公寓 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 好使 ， 我们 房间 各 个 设施 都 可以 使用 。,5,apartment,公寓,1.10E-17,2.995391,NN,6,compound:nn,4.855576933581777E-4,6.372944725326083E-4,9,2,1,0,0
code-switch,CMU,1023,包 水 和 gas ， 不 包 电 和 网络 。,包 水 和 燃气 ， 不 包 电 和 网络 。,4,gas,燃气,3.53E-18,5.14302,NN,1,dobj,6.676418283674943E-5,1.2138942333954442E-5,3,2,3,0,0
code-switch,CMU,1027,可以 从 summer 或 fall 开始 ， 一直 租 到 明年 。,可以 从 夏天 或 秋天 开始 ， 一直 租 到 明年 。,3,summer,夏天,2.79E-17,4.772221,NT,5,conj,7.283365400372666E-5,7.283365400372666E-5,6,2,2,0,0
code-switch,CMU,1029,房租 包 电 以外 的 所有 utility ， 房间 内 家具 齐全 （ 真皮 沙发 ， king size 大 床 ） ， 拎包 入住 。,房租 包 电 以外 的 所有 配套 设施 ， 房间 内 家具 齐全 （ 真皮 沙发 ， 特大号 床垫 大 床 ） ， 拎包 入住 。,7,utility,配套,1.00E-16,5.397321,JJ,8,amod,3.2168197184979274E-4,1.8208413500931665E-5,7,2,1,0,0
code-switch,CMU,1034,更多 照片 可以 来 email 联系 提供 。,更多 照片 可以 来 邮件 联系 提供 。,5,email,邮件,2.05E-17,5.887334,NN,6,compound:nn,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,1038,但是 在 email 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,但是 在 邮件 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,3,email,邮件,2.05E-17,4.864025,NN,6,nmod:prep,4.855576933581777E-4,1.3352836567349886E-4,5,2,3,0,0
